"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"2207","CA4200837","RANCHO YNECITA","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,39,129,162232,8.933910378,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.86753445045558,"HIGH","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","1","1","0","0"
"2208","CA4200579","ROSARIO PARK","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,19,38,71944,8.366592215,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",3.66356164612965,"NONE","HIGH","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","2","1","0","0"
"2209","CA4200714","SAN AUGUSTINE MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,23,43,74792,22.01170063,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE",NA,"HIGH","No","No","C","GW","GW","Self-produced",3.78418963391826,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2210","CA4200580","SAN MARCOS MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,38,120,200588,5.053705577,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GU","GW","Self-produced",4.79579054559674,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2211","CA4200822","SANTA RITA WATER","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,18,59,109205,19.47998392,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.0943445622221,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","1","1"
"2212","CA4200619","SANTA YNEZ RANCHO ESTATES","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,92,304,162224.4855,8.934268392,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",5.72031177660741,"HIGH","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2213","CA4200702","VIEJA MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,26,60,123750,6.783082702,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.11087386417331,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2214","CA4200848","VISTA HILLS MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,22,75,109205,19.47998392,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.33073334028633,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","1","1"
"2215","CA4200678","SANTA ANITA MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,19,38,74792,22.01170063,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",3.66356164612965,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2216","CA4200703","EL CAPITAN MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,29,325,50938,15.76863022,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",5.78689738136671,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2217","CA4200693","ELLWOOD MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,56,186,92849.85774,16.05979668,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.23110861685459,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2218","CA4200684","LINCOLNWOOD MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","0","0","1","1","0","0","0","0"
"2219","CA4200633","LINGATE MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,20,55,150250,8.860342186,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.02535169073515,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2220","CA4200862","MESA HILLS MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,18,34,71748.23233,13.74767628,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",3.55534806148941,"HIGH","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","1","1","0","0"
"2221","CA4400585","RIDGEVIEW ESTATES MWC","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","HOA","Yes","No","Limited",NA,"Limited",NA,18,50,123026,6.205906416,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","HIGH","NONE","NONE","No","No","C","GW","GW","Self-produced",3.93182563272433,"NONE","HIGH","HIGH","HIGH","No","No","Yes","Yes","1","1","3","1","2","1","0","0"
"2222","CA4400692","ALLAN LANE WATER ASSOCIATION","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,17,54,79205,17.02414024,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE",NA,"NONE","No","No","C","GW","GW","Self-produced",4.00733318523247,"NONE","HIGH","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","2","1","0","0"
"2223","CA4400526","BIG REDWOOD PARK WATER","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,66,182,160621,6.205906416,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","Yes","No","C","SWP","SW","Purchased",5.20948615284142,"NONE","HIGH","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2224","CA4400652","CATHEDRAL HILLS MWC, INC","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,26,60,136500,2.174766038,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","No","C","GW","GW","Self-produced",4.11087386417331,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2225","CA4400645","HIDDEN MEADOW MUTUAL WATER CO","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,18,45,141924.8668,8.513034393,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",3.8286413964891,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"2226","CA4400611","JARVIS MUTUAL WATER SYSTEM","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,38,125,150743.0015,6.10256747,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.83628190695148,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","1","1"
"2227","CA4400665","MEADOWRIDGE MUTUAL WATER CO","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,18,42,79205,17.02414024,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",3.76120011569356,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2228","CA4400618","RIDGE MUTUAL WATER COMPANY","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,76,213,160770.7851,6.204915374,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SWP","SW","Purchased",5.36597601502185,"NONE","HIGH","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"2229","CA4400617","SUMMIT WEST MUTUAL WATER CO.","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,145,479,159108.7669,6.237868051,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SWP","SW","Purchased",6.17378610390194,"NONE","HIGH","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2230","CA4400502","TROUT GULCH MUTUAL WATER COMPANY","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,186,614,143999.9809,2.174768327,"Not At-Risk",0,522504.47,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",6.42162226780652,"NONE","NONE","NONE","HIGH","Yes",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"2231","CA4400558","SAN ANDREAS MUTUAL WATER CO","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,135,378,134333,35.94100356,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.93753620508243,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2232","CA4400684","APTOS RIDGE MUTUAL WATER CO","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,16,52,136000,17.02414024,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",3.97029191355212,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2233","CA4400582","PINE TREE LANE MUTUAL WATER CO","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,36,80,93750,11.8108479,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.39444915467244,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2234","CA4400599","SUNSET BEACH MUTUAL WATER CO","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,65,182,60458,35.94100356,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SWP","SW","Purchased",5.20948615284142,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2235","CA4500027","BIG SPRINGS MUTUAL WATER SYSTEM","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,42,97,50813,18.51000782,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.58496747867057,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2236","CA4500003","MEL MAR MUTUAL WATER CO","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,91,300,120725,9.440667361,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.70711026474888,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2237","CA4500195","STARLITE PINES MUTUAL WATER CO INC","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,165,510,70787.7857,12.68671799,"Not At-Risk",0,4176834,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",6.2363695902037,"NONE","NONE","NONE","NONE","Yes",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2238","CA4500007","VERDE VALE WATER COMPANY","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,108,356,46730.69946,27.99367279,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.87773578177964,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2239","CA4500204","WHITE OAK MUTUAL WATER COMPANY","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,126,415,93833.87295,10.92070274,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",6.03068526026126,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2240","CA4500235","WOODRIDGE MUTUAL WATER CO","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,69,187,72014,12.68671799,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.23644196282995,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2241","CA4500173","CASSEL PARK MUTUAL WATER CO","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,71,131,50813,18.51000782,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.88280192258637,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2242","CA4500009","CORTLAND PINES MUTUAL WATER CO","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,33,92,53921.23106,12.18117348,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.53259949315326,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2243","CA4500008","LAKESHORE VILLA MUTUAL WATER CO","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,40,88,41350,17.32503197,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.48863636973214,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"2244","CA4500013","LAKESIDE WOODS MUTUAL WATER CO","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,112,310,41350,17.32503197,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.73979291217923,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"2245","CA4500012","CASCADE RACQUET CLUB MUTUAL WATER","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,27,89,60227,12.31081156,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",4.49980967033027,"NONE","HIGH","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","2","1","0","0"
"2246","CA4500016","LAKEHEAD SUBD MUTUAL WATER CO","Shasta","LPA75 - SHASTA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,17,70,41350,17.32503197,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.26267987704132,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2247","CA5000017","PARK HEIGHTS MUTUAL WATER CO","Stanislaus","LPA80 - STANISLAUS COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,95,250,57745.75148,39.60807633,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",5.52545293913178,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"2248","CA5000237","NORTH OAKS MUTUAL WATER CO","Stanislaus","LPA80 - STANISLAUS COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,78,234,133546.1967,31.03236538,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",5.45958551414416,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2249","CA5201140","ANTOINETTE MUTUAL WATER CO","Tehama","LPA82 - TEHAMA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,12,25,59397,27.34588569,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",3.25809653802148,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2250","CA5200535","LIVE OAK ACRES MWC INC.","Tehama","LPA82 - TEHAMA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,40,80,46500,17.49504524,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.39444915467244,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"2251","CA5200545","MODERN VILLAGE MWC","Tehama","LPA82 - TEHAMA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,19,85,24707,27.34588569,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",4.45434729625351,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"2252","CA5200570","SURREY VILLAGE WATER CO. INC.","Tehama","LPA82 - TEHAMA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,73,163,102950,17.21045109,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.0998664278242,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2253","CA5200014","WILSON ACRES MUTUAL WATER","Tehama","LPA82 - TEHAMA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,28,75,46824,30.15490977,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",4.33073334028633,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
