PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Final_inst_update,Inst_Subtype,ancillary,public,enfranchisement,Variablecoded,enfranchisement_final,SERVICE_CONNECTIONS,POPULATION,MHI,CALENVIRO_SCREEN_SCORE,FINAL_SAFER_STATUS,PRIMARY_MCL_VIOLATION,SECONDARY_MCL_VIOLATION,E_COLI_VIOLATION,TREATMENT_TECHNIQUE_VIOLATION,MONITORING_AND_REPORTING_VIOLATION,WEIGHTED_WATER_QUALITY_SCORE,WEIGHTED_ACCESSIBILITY_SCORE,WEIGHTED_AFFORDABILITY_SCORE,WEIGHTED_TMF_CAPACITY_SCORE,FUNDING_RECEIVED_SINCE_2017,Total_risk,CURRENT_FAILING,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,EXTREME_WATER_BILL_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,Intend.to.apply.,Application.complete.,FundingYorN,Type,Primary.Source.Water.Type,Source,Purchased,LN_POP
CA4300577,RANCHO ROBLES MUTUAL WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,37,103,94829,25.7017844,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.92,0.33,0,1.58,Not Failing,0.75,0.5,0,No,No,No,C,GW,GW,Self-produced,4.6443908991413725
CA4100510,REDWOOD TERRACE MUTUAL,San Mateo,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,18,56,181964,10.52435678,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,NA,NA,0,Yes,No,No,C,GU,GW,Self-produced,4.04305126783455
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,11,30,118565,8.371000159,Not At-Risk,NO,NO,NO,NO,NO,0.75,0.33,0,0,0,1.08,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,3.4339872044851463
CA4300638,SAN MARTIN FOOTHILLS WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,44,145,130400,25.7017844,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0.17,0,0.5,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,4.983606621708336
CA4300760,SANTA TERESA MEADOWS WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,23,68,76103,19.0004409,Not At-Risk,NO,NO,NO,NO,NO,0.25,0,0.75,0,0,1,Not Failing,0.75,0,0,No,No,No,C,GW,GW,Self-produced,4.23410650459726
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,92,258,222505.7399,1.305675523,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0,0,1.33,Not Failing,0,1,0,No,No,No,C,SWP,SW,Purchased,5.556828061699537
CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,50,280,113276.7716,7.3044102,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.5,0,0,1.5,Not Failing,0,0.5,0.5,No,No,No,C,SWP,SW,Purchased,5.638354669333745
CA4100533,SKYLONDA MUTUAL,San Mateo,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,154,420,201035.3376,10.52435678,Not At-Risk,NO,NO,NO,NO,NO,0.25,0,0,0.67,0,0.92,Not Failing,0,0,0,No,No,No,C,SW,SW,Self-produced,6.042632833682381
CA4300571,SULLIVAN MUTUAL WATER,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,16,53,76103,19.0004409,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.33,1.33,0,0,2.66,Not Failing,1,1,0,No,No,No,C,GW,GW,Self-produced,3.9889840465642745
CA4300770,THREE SPRINGS RANCH MUTUAL WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,33,110,177767,8.731849451,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.17,0,0,0.5,Not Failing,0,0.5,0,No,No,No,C,GW,GW,Self-produced,4.709530201312334
CA4300550,VISTA GRANDE WATER USERS ASSOCIATION,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,24,79,196719,6.065902627,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.17,0,0,1.17,Not Failing,0,0.5,0,No,No,No,C,SWP,SW,Purchased,4.382026634673881
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,53,148,195833.9736,6.996097958,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0.33,0,1.66,Not Failing,0,1,0,No,No,No,C,SWP,SW,Purchased,5.003946305945459
CA4300526,OAKMONT WATER SYSTEM,Santa Clara,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Unknown/Other,No,Yes,Limited,NA,Limited,26,73,200089,6.065902627,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0,0,1.33,Not Failing,0,1,0,No,No,No,C,SWP,SW,Purchased,4.30406509320417
CA4900605,MARK WEST ACRES MWC,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,HOA,No,Yes,Limited,NA,Limited,22,61,118828,6.431357189,Potentially At-Risk,NO,NO,NO,NO,NO,0,2.5,0,0.67,0,3.17,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.127134385045092
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,16,37,NA,NA,Not At-Risk,NO,NO,NO,NO,NO,0,0.5,1.42,0,0,1.92,Not Failing,0.75,1,0.5,No,No,No,C,GW,GW,Self-produced,3.6375861597263857
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,23,50,105694,12.59963275,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0.5,0,0,1.08,Not Failing,0,0.5,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,3.9318256327243257
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,25,82,51332.20877,12.91640531,Failing,NO,NO,NO,NO,YES,0.5,1.5,0.67,0.67,0,3.34,Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,4.418840607796598
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,63,150,49653.42157,12.91640531,Potentially At-Risk,NO,NO,NO,NO,NO,0,0.33,1.42,1,0,2.75,Not Failing,0.75,0,1,No,No,No,C,GW,GW,Self-produced,5.017279836814924
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,87,287,75313,15.20834352,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.92,0,0,1.25,Not Failing,0.75,0.5,0,Yes,Yes,No,C,GW,GW,Self-produced,5.662960480135946
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,135,446,170983.4612,4.958963449,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.17,0.33,0,0.83,Not Failing,0,0.5,0,No,No,No,C,GW,GW,Self-produced,6.102558594613569
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,18,60,58594,15.49467862,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1.33,0,0,1.66,Not Failing,1,1,0,No,No,No,C,GW,GW,Self-produced,4.110873864173311
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,83,300,157781.1422,11.71085169,Not At-Risk,NO,NO,NO,NO,NO,0.5,0.33,0,0,0,0.83,Not Failing,NA,NA,0,No,No,No,C,GW,GW,Self-produced,5.707110264748875
CA4900578,CARMET BY THE SEA WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,67,288,39091,12.91640531,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1.5,0,0,1.83,Not Failing,1,0.5,0.5,No,No,No,C,GU,GW,Self-produced,5.666426688112432
CA4900562,DIAMOND A MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,192,422,145613.7304,6.460542299,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0.67,0,1.25,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,6.0473721790462776
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,24,110,97698.50082,11.72559622,Not At-Risk,NO,NO,NO,NO,NO,0.25,0,0,0,0,0.25,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.709530201312334
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,39,129,133482,9.018185745,Not At-Risk,NO,NO,NO,NO,NO,0,1.5,0,0,0,1.5,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.867534450455582
CA4900559,FIRCREST MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,47,126,72750,10.52748259,Potentially At-Risk,NO,NO,NO,NO,NO,1.75,0.33,0.33,0,0,2.41,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,4.844187086458591
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,54,148,131286.5014,6.460542299,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0,0,0.58,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,5.003946305945459
CA4900521,GILL CREEK MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,92,290,157925.2528,16.82417955,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0,0,0.58,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,5.673323267171493
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,79,260,86944,13.71372964,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.5,0.92,0.33,0,2.75,Not Failing,0.75,0.5,0,No,No,No,C,GW,GW,Self-produced,5.564520407322694
CA4901309,HILTON MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,16,100,44432,10.87425016,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0.17,0,1.83,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,4.61512051684126
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,117,300,159207.0828,11.71085169,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0.83,0,1.16,Not Failing,NA,NA,0,No,No,No,C,GW,GW,Self-produced,5.707110264748875
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,29,45,66894,12.91640531,At-Risk,NO,NO,NO,NO,NO,0.25,1.5,1.25,1,0,4,Not Failing,0.75,0.5,0.5,No,No,No,C,GW,GW,Self-produced,3.828641396489095
CA4901062,KINNYBROOK MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,23,48,102045,5.827790241,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.5,0,0,0.83,Not Failing,0,0.5,0.5,No,No,No,C,GW,GW,Self-produced,3.8918202981106265
CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,12,26,34774.4661,4.772612477,At-Risk,NO,NO,NO,NO,NO,2,0.33,1.17,0.67,0,4.17,Not Failing,1,0.5,0,No,No,No,C,GW,GW,Self-produced,3.295836866004329
CA4900653,LONE PINE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,28,65,89954,7.629557618,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0,0,1.33,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.189654742026425
CA4900513,MADRONE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,23,76,143485,20.26901922,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0.33,0.67,0,1.58,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,4.343805421853684
CA4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,67,150,66894,12.91640531,At-Risk,NO,NO,NO,NO,NO,1,2,0.33,0.67,0,4,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.017279836814924
CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,25,64,63571,4.958963449,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.67,0,2,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.174387269895637
CA4900552,MICHELE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,32,93,154344.9407,15.18465797,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.17,0.33,0,0.83,Not Failing,0,0.5,0,No,No,No,C,GW,GW,Self-produced,4.543294782270004
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,69,150,85530,9.773482332,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1.08,0.17,0,1.58,Not Failing,0.75,1,0,No,No,No,C,GW,GW,Self-produced,5.017279836814924
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,113,300,158750,16.82417955,At-Risk,NO,NO,NO,NO,NO,0,3,0.17,0.33,0,3.5,Not Failing,0,0.5,0,No,No,No,C,GW,GW,Self-produced,5.707110264748875
CA4900553,PARK ROYAL MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,27,75,71912,17.44779008,Failing,YES,NO,NO,NO,NO,2.5,0.33,0.33,0,0,3.16,Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,4.330733340286331
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,29,200,118828,6.431357189,Failing,NO,NO,NO,NO,YES,1,0,0,0.67,0,1.67,Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.303304908059076
CA4900603,RIEBLI MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,47,150,117764.4522,9.018185745,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0.83,0,1.41,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,5.017279836814924
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,31,84,81586,12.26181123,Not At-Risk,NO,NO,NO,NO,NO,0,1.5,0,0.67,0,2.17,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.442651256490317
CA4900901,SOBRE VISTA WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,26,80,192491,6.460542299,Not At-Risk,NO,NO,NO,NO,NO,1.75,0.17,0.33,0,0,2.25,Not Failing,0,1,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.394449154672439
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,18,40,58732.84955,12.91640531,At-Risk,NO,NO,NO,NO,NO,1.5,1.33,1.58,0,0,4.41,Not Failing,0.75,0.5,1,No,No,No,C,GU,GW,Self-produced,3.713572066704308
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,54,178,73077,9.773482332,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0.67,0,1.25,Not Failing,NA,NA,0,No,No,No,C,GW,GW,Self-produced,5.187385805840755
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,24,45,166944,8.425750566,Potentially At-Risk,NO,NO,NO,NO,NO,0.25,1.33,1.08,0,0,2.66,Not Failing,0.75,1,0,No,No,No,C,GW,GW,Self-produced,3.828641396489095
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,51,100,55136.42288,12.91640531,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.67,0.67,0,1.67,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,4.61512051684126
CA4900568,VALLEY FORD WATER ASSOCIATION,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,23,61,104125,7.161008197,Failing,YES,NO,NO,YES,NO,2.25,1,1.08,0.67,0,5,Failing,0.75,1,0,No,No,No,C,GW,GW,Self-produced,4.127134385045092
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,29,43,105694,12.59963275,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0.33,0.67,0,1.58,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,3.784189633918261
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,25,82,78380,7.629557618,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.92,0,0,2.25,Not Failing,0.75,0.5,0,No,No,No,C,GW,GW,Self-produced,4.418840607796598
CA4900561,WILLOWSIDE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,160,448,126058,17.44779008,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0,0,0.58,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,6.1070228877422545
CA4900573,WILSHIRE HEIGHTS MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,41,62,118828,6.431357189,Not At-Risk,NO,NO,NO,NO,NO,0.25,1.33,0,0,0,1.58,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.143134726391533
CA4900660,YULUPA MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,59,200,170990,4.14624969,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0.33,0.33,0,1.24,Not Failing,0,1,0,No,No,No,C,GW,GW,Self-produced,5.303304908059076
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,20,56,166944,8.425750566,Not At-Risk,NO,NO,NO,NO,NO,0,0.5,0.17,0.33,0,1,Not Failing,0,0.5,0,No,No,No,C,GW,GW,Self-produced,4.04305126783455
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,72,237,147985.8463,8.425750566,Potentially At-Risk,NO,NO,NO,NO,NO,0.33,0.33,1.08,1,0,2.74,Not Failing,0.75,1,0,No,No,No,C,GW,GW,Self-produced,5.472270673671475
CA4900560,KELLY MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,41,135,53516,10.52748259,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1.5,0,0,1.83,Not Failing,1,0.5,0.5,No,No,No,C,GW,GW,Self-produced,4.912654885736052
CA4900588,LAWNDALE MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,62,218,135704.68,4.958963449,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0,0,1,Not Failing,NA,NA,0,No,No,No,C,GWP,GW,Purchased,5.389071729816501
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,Sonoma,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,18,30,49615,12.94571273,Failing,NO,NO,NO,YES,YES,1,1.5,0.67,0.67,0,3.84,Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,3.4339872044851463
CA1500478,"VALLEY ESTATES POA, INC.",Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,HOA,No,Yes,Limited,NA,Limited,117,386,11131,20.45646338,Potentially At-Risk,NO,NO,NO,NO,NO,0.25,0.33,1.67,0.67,0,2.92,Not Failing,1,0,1,No,No,No,C,GW,GW,Self-produced,5.958424693029782
CA1500466,A.F.P. MUTUAL WATER COMPANY,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,216,710,76918.5332,31.66430769,Failing,NO,NO,NO,YES,NO,1.25,0.33,0.67,0.33,0,2.58,Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,6.566672429803241
CA1500209,ALTA SIERRA MUTUAL WATER CO.,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,224,143,NA,NA,Not At-Risk,NO,NO,NO,NO,NO,0,0.5,0.67,0.33,0,1.5,Not Failing,0,0,1,NA,NA,No,C,GW,GW,Self-produced,4.969813299576001
CA1502653,BELLA VISTA MUTUAL WATER COMPANY,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,46,150,12227,20.45646338,At-Risk,NO,NO,NO,NO,NO,1.75,0.33,1.67,0,0,3.75,Not Failing,1,0,1,No,No,No,C,GW,GW,Self-produced,5.017279836814924
CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,42,45,26995,29.09963787,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,1.42,0,0,2,Not Failing,0.75,0,1,No,No,No,C,GW,GW,Self-produced,3.828641396489095
CA1500554,EAST INYOKERN MUTUAL WATER,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,28,87,67964,33.80529189,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0.67,0,1.67,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.477336814478207
CA1503329,HART CREEK ESTATES MUTUAL WATER CO.,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,73,148,82212,16.77415256,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0.92,0,0,1.5,Not Failing,0.75,0.5,0,No,No,No,C,GW,GW,Self-produced,5.003946305945459
CA1500556,HART FLAT BEAR MUTUAL WATER,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,28,56,82212,16.77415256,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0,0,0.58,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.04305126783455
CA1500436,HUNGRY GULCH MWC,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,36,74,20179,43.37899711,Failing,YES,NO,NO,NO,NO,2,0.5,1.67,0,0,4.17,Failing,1,0,1,No,No,No,C,GW,GW,Self-produced,4.31748811353631
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,47,130,5267.736094,43.37899711,Failing,NO,NO,NO,NO,YES,1,0.33,1.67,0.67,0,3.67,Failing,1,0,1,No,No,No,C,GW,GW,Self-produced,4.875197323201151
CA1500364,KERNVALE MUTUAL WATER CO,Kern,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,No,Yes,Limited,NA,Limited,32,75,7208,43.37899711,At-Risk,NO,NO,NO,NO,NO,0,1,1.67,1.5,0,4.17,Not Failing,1,0,1,Yes,Yes,No,C,GWP,GW,Purchased,4.330733340286331
