"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","ancillary","public","enfranchisement","Variablecoded","enfranchisement_final","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","WEIGHTED_WATER_QUALITY_SCORE","WEIGHTED_ACCESSIBILITY_SCORE","WEIGHTED_AFFORDABILITY_SCORE","WEIGHTED_TMF_CAPACITY_SCORE","FUNDING_RECEIVED_SINCE_2017","Total_risk","CURRENT_FAILING","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE","EXTREME_WATER_BILL_RAW_SCORE","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","Intend.to.apply.","Application.complete.","FundingYorN","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP"
"2386","CA5810003","OLIVEHURST PUBLIC U.D.","Yuba","DISTRICT 21 - VALLEY","Public Utility District",NA,"No","Yes","Full",NA,"Full",4822,16595,56479.22867,27.60477018,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0.67,0.17,0,1.42,"Not Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",9.71691698145276
"2387","CA5805001","PLUMAS LAKE","Yuba","DISTRICT 21 - VALLEY","Public Utility District",NA,"No","Yes","Full",NA,"Full",2938,10464,91381.20445,22.12559015,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0.17,0,0.75,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",9.2557916348801
"2388","CA1010028","RIVERDALE PUBLIC UTILITY DISTRICT","Fresno","DISTRICT 23 - FRESNO","Public Utility District",NA,"No","Yes","Full",NA,"Full",928,3145,28781.0304,50.23299837,"At-Risk","NO","NO","NO","NO","NO",2,1.17,0.33,0,6473205.81,3.5,"Not Failing",0,0,0.5,"Yes","Yes","Yes","C","GW","GW","Self-produced",8.05388708361822
"2389","CA5410001","CUTLER PUD","Tulare","DISTRICT 24 - TULARE","Public Utility District",NA,"No","Yes","Full",NA,"Full",1234,6200,43774.21964,47.26325106,"Failing","YES","NO","NO","NO","NO",2,2,0.33,1,5080856.07,5.33,"Failing",0,0,0.5,"Yes","Yes","Yes","C","GW","GW","Self-produced",8.73246584834988
"2390","CA5410021","EARLIMART PUD","Tulare","DISTRICT 24 - TULARE","Public Utility District",NA,"No","Yes","Full",NA,"Full",1545,7679,38334.82563,54.72921015,"Failing","YES","NO","NO","NO","NO",3.32,1,0.67,0.33,584506,5.32,"Failing",0,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",8.94637482614172
"2391","CA5410019","IVANHOE PUBLIC UTILITY DIST","Tulare","DISTRICT 24 - TULARE","Public Utility District",NA,"No","Yes","Full",NA,"Full",1122,4495,48430.17272,30.78823836,"At-Risk","NO","NO","NO","NO","NO",1.75,1,0.67,0.17,0,3.59,"Not Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",8.41094339157353
"2392","CA5410008","OROSI PUBLIC UTILITY DISTRICT","Tulare","DISTRICT 24 - TULARE","Public Utility District",NA,"No","Yes","Full",NA,"Full",1558,8300,51363.53785,48.7278427,"At-Risk","NO","NO","NO","NO","NO",0,1,2,0.67,0,3.67,"Not Failing",NA,NA,1,"No","No","No","C","GW","GW","Self-produced",9.02413126845503
"2393","CA2110005","BOLINAS COMMUNITY PUD","Marin","DISTRICT 25 - MARIN","Public Utility District",NA,"No","Yes","Full",NA,"Full",587,2483,82981,4.732617548,"At-Risk","NO","NO","NO","NO","NO",0.5,2,1.25,0.33,0,4.08,"Not Failing",0.75,0.5,0.5,"No","No","No","C","SW","SW","Self-produced",7.81762544305337
"2394","CA2110001","INVERNESS PUBLIC UTILITY DIST","Marin","DISTRICT 25 - MARIN","Public Utility District",NA,"No","Yes","Full",NA,"Full",517,1445,60434.19315,5.045544186,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,1.08,0,8e+05,1.66,"Not Failing",0.75,0,0.5,"Yes","Yes","Yes","C","SW","SW","Self-produced",7.27655640271871
"2395","CA1310007","HEBER PUBLIC UTILITY DISTRICT","Imperial","DISTRICT 26 - IMPERIAL","Public Utility District",NA,"No","Yes","Full",NA,"Full",1645,6979,44662.61053,50.79916898,"Not At-Risk","NO","NO","NO","NO","NO",0,0,1.42,0,9848958.71,1.42,"Not Failing",0.75,0,1,"Yes","Yes","Yes","C","SWP","SW","Purchased",8.85080419575642
"2396","CA2610003","BRIDGEPORT PUD","Mono","DISTRICT 27 - MOJAVE","Public Utility District",NA,"No","Yes","Full",NA,"Full",258,851,59236,8.601024385,"At-Risk","NO","NO","NO","NO","NO",2.38,1.5,0.75,0.67,4042773,5.3,"Not Failing",0.75,0,0,"Yes","No","Yes","C","GW","GW","Self-produced",6.74758652682932
"2397","CA2610005","LEE VINING PUBLIC UTILITY DISTRICT","Mono","LPA56 - MONO COUNTY","Public Utility District",NA,"No","Yes","Full",NA,"Full",68,672,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,1.5,0,0,0,1.5,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",6.51174532964473
"2398","CA3100029","TAHOE CITY PUD - TIMBERLAND","Placer","LPA61 - PLACER COUNTY","Public Utility District",NA,"No","Yes","Full",NA,"Full",138,200,111023,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.5,0.33,0,1.16,"Not Failing",0,0.5,0.5,"No","No","No","C","GW","GW","Self-produced",5.30330490805908
"2399","CA3200509","CLIO PUBLIC UTILITY DISTRICT","Plumas","LPA62 - PLUMAS COUNTY","Public Utility District",NA,"No","Yes","Full",NA,"Full",53,79,55648.85592,9.03234027,"Not At-Risk","NO","NO","NO","NO","NO",0,2,0,0,0,2,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",4.38202663467388
"2400","CA1210022","RESORT IMPROVEMENT DISTRICT #1","Humboldt","DISTRICT 01 - KLAMATH","Resort Improvement District",NA,"No","Yes","Full",NA,"Full",656,803,30088,17.50932946,"Potentially At-Risk","NO","NO","NO","NO","NO",0,0,2,0.67,5e+06,2.67,"Not Failing",1,1,1,"No","No","Yes","C","SW","SW","Self-produced",6.68959926917897
"2401","CA3110047","TALMONT RESORT IMPROVEMENT DISTRICT","Placer","DISTRICT 02 - LASSEN","Resort Improvement District",NA,"No","Yes","Full",NA,"Full",346,300,114732,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1,0.33,0,1.66,"Not Failing",NA,NA,0.5,"No","No","No","C","GW","GW","Self-produced",5.70711026474888
"2402","CA2800526","BERRYESSA ESTATES (LBRID)","Napa","DISTRICT 03 - MENDOCINO","Resort Improvement District",NA,"No","Yes","Full",NA,"Full",186,498,47045,15.07085257,"At-Risk","NO","NO","NO","NO","NO",0.75,2,1.08,0,1753858,3.83,"Not Failing",0.75,0,0.5,"Yes","Yes","Yes","C","SW","SW","Self-produced",6.21260609575152
"2403","CA2810013","BERRYESSA HIGHLANDS","Napa","DISTRICT 03 - MENDOCINO","Resort Improvement District",NA,"No","Yes","Full",NA,"Full",248,669,83281,15.07085257,"Potentially At-Risk","NO","NO","NO","NO","NO",0.5,1.33,0.33,0.67,0,2.83,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SW","SW","Self-produced",6.50727771238501
"2404","CA3410008","ELK GROVE WATER SERVICE","Sacramento","DISTRICT 09 - SACRAMENTO","Resource Conservation District",NA,"No","Yes","Full",NA,"Full",12896,40784,118362.0868,12.43518052,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0,0,0.33,0,0.58,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",10.6160696457347
"2405","CA1210008","GARBERVILLE SANITARY DISTRICT","Humboldt","DISTRICT 01 - KLAMATH","Sanitary District",NA,"No","Yes","Full",NA,"Full",470,913,18974.13712,16.46463183,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.67,0.33,325000,2.33,"Not Failing",1,0,1,"Yes","Yes","Yes","C","SW","SW","Self-produced",6.81783057145415
"2406","CA4700523","GRENADA SANITARY DISTRICT","Siskiyou","DISTRICT 01 - KLAMATH","Sanitary District",NA,"No","Yes","Full",NA,"Full",103,289,45328,18.77062347,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,0,0,1.66,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",5.66988092298052
"2407","CA2410010","WINTON WATER & SANITARY DIST","Merced","DISTRICT 11 - MERCED","Sanitary District",NA,"No","Yes","Full",NA,"Full",2672,9500,45164.1224,40.11210204,"Failing","YES","NO","NO","NO","NO",2.5,1,1,0.67,0,5.17,"Failing",NA,NA,0.5,"No","No","No","C","GW","GW","Self-produced",9.15915233520675
"2408","CA1510046","LOST HILLS UTILITY DISTRICT","Kern","DISTRICT 12 - VISALIA","Sanitary District",NA,"No","Yes","Full",NA,"Full",444,1726,38056.14034,48.61684825,"At-Risk","NO","NO","NO","NO","NO",1.75,1,2,0.67,631939.77,5.42,"Not Failing",NA,NA,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",7.45414107814668
"2409","CA4110010","MONTARA WATER AND SANITARY DISTRICT","San Mateo","DISTRICT 17 - SANTA CLARA","Sanitary District",NA,"No","Yes","Full",NA,"Full",1676,5298,180563.6555,9.938419484,"Not At-Risk","NO","NO","NO","NO","NO",0.3,0,0,0,0,0.3,"Not Failing",0,0,0,"No","No","No","C","SW","SW","Self-produced",8.57527340249276
"2410","CA5400616","LEMON COVE WATER COMPANY","Tulare","DISTRICT 24 - TULARE","Sanitary District",NA,"No","Yes","Full",NA,"Full",54,109,86662.82956,21.66630024,"Failing","YES","NO","NO","NO","NO",2,3.17,0,0,5e+05,5.17,"Failing",0,0,0,"No","No","Yes","C","GW","GW","Self-produced",4.70048036579242
"2411","CA4010022","LOPEZ PROJECT","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","Special Act District","County","No","Yes","Variable","Full","Full",31,0,157933,6.793727224,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Did not complete survey","No","No","C","SW","SW","Self-produced",0
"2412","CA3110024","PLACER CWA - ALTA","Placer","DISTRICT 02 - LASSEN","Special Act District","Independent","No","Yes","Variable","Full","Full",275,744,69188.69029,17.28465203,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0,0,0,1.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SW","SW","Self-produced",6.61338421837956
"2413","CA3110124","PLACER CWA - MONTE VISTA","Placer","DISTRICT 02 - LASSEN","Special Act District","Independent","No","Yes","Variable","Full","Full",36,46,44904,17.28465203,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0,0,0,1.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SW","SW","Self-produced",3.85014760171006
"2414","CA3210002","PLUMAS COUNTY FLOOD CONTROL","Plumas","DISTRICT 02 - LASSEN","Special Act District","County","No","Yes","Variable","Full","Full",1,0,NA,NA,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Did not complete survey","No","No","C","SW","SW","Self-produced",0
"2415","CA3110050","PLACER CWA - APPLEGATE","Placer","DISTRICT 02 - LASSEN","Special Act District","Independent","No","Yes","Variable","Full","Full",67,187,59881.41265,6.601844853,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0,0,0,1.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SW","SW","Self-produced",5.23644196282995
"2416","CA3110005","PLACER CWA - AUBURN/BOWMAN","Placer","DISTRICT 02 - LASSEN","Special Act District","Independent","No","Yes","Variable","Full","Full",8555,26267,26400,22.35794345,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0,8094080.62,0.66,"Not Failing",0,0,0.5,"Yes","Yes","Yes","C","SW","SW","Self-produced",10.1761067473109
"2417","CA3110040","PLACER CWA - BIANCHI ESTATES","Placer","DISTRICT 02 - LASSEN","Special Act District","Independent","No","Yes","Variable","Full","Full",39,106,187140.3421,8.829499098,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0,0,1,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",4.67282883446191
"2418","CA3110006","PLACER CWA - COLFAX","Placer","DISTRICT 02 - LASSEN","Special Act District","Independent","No","Yes","Variable","Full","Full",965,3114,72269.95499,17.28465203,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,0,0,1.66,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SW","SW","Self-produced",8.04398443122155
"2419","CA3110025","PLACER CWA - FOOTHILL","Placer","DISTRICT 02 - LASSEN","Special Act District","Independent","No","Yes","Variable","Full","Full",27639,89008,122000.8472,8.728720803,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","SW","SW","Self-produced",11.3964927671971
"2420","CA0110010","ZONE 7 WATER AGENCY","Alameda","DISTRICT 04 - SAN FRANCISCO","Special Act District","Independent","No","Yes","Variable","Full","Full",13,40,200232.5569,12.48185928,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"No","No","No","C","SW","SW","Self-produced",3.71357206670431
"2421","CA3410002","SCWA - ARDEN PARK VISTA","Sacramento","DISTRICT 09 - SACRAMENTO","Special Act District","County","No","Yes","Variable","Full","Full",3048,10035,144203.5444,13.13944998,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",9.21393390748631
"2422","CA3410029","SCWA - LAGUNA/VINEYARD","Sacramento","DISTRICT 09 - SACRAMENTO","Special Act District","County","No","Yes","Variable","Full","Full",48113,174999,98921.23333,10.5993065,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"No","No","No","C","SW","SW","Self-produced",12.0725412529057
"2423","CA3410704","SCWA MATHER-SUNRISE","Sacramento","DISTRICT 09 - SACRAMENTO","Special Act District","County","No","Yes","Variable","Full","Full",7430,24519,132356.4259,28.52615634,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0,0,0,0,0.25,"Not Failing",0,0,0,"No","No","No","C","SWP","SW","Purchased",10.1072443900501
"2424","CA0310021","AWA - CAMANCHE VILLAGE","Amador","DISTRICT 10 - STOCKTON","Special Act District","Independent","No","Yes","Variable","Full","Full",729,2376,93698.84179,27.85813484,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.83,1824092,1.49,"Not Failing",0,0,0.5,"Yes","Yes","Yes","C","GW","GW","Self-produced",7.77359446736019
"2425","CA0310012","AWA BUCKHORN PLANT","Amador","DISTRICT 10 - STOCKTON","Special Act District","Independent","No","Yes","Variable","Full","Full",2739,8791,64255.90019,11.88807013,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,2761773,NA,"Not Failing",NA,NA,NA,"Yes","Yes","Yes","C","SW","SW","Self-produced",9.08159749608346
"2426","CA0310002","AWA, IONE","Amador","DISTRICT 10 - STOCKTON","Special Act District","Independent","No","Yes","Variable","Full","Full",2302,7220,85377.69976,22.69032785,"Failing","YES","NO","NO","NO","NO",0.5,1.33,0,0.17,0,2,"Failing",0,0,0,"Yes","Yes","No","C","SW","SW","Self-produced",8.88474872645118
"2427","CA0310003","AWA, TANNER","Amador","DISTRICT 10 - STOCKTON","Special Act District","Independent","No","Yes","Variable","Full","Full",1752,4940,51722.58388,27.85813484,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SW","SW","Self-produced",8.50532301884575
"2428","CA3610129","MOJAVE WATER AGENCY","San Bernardino","DISTRICT 13 - SAN BERNARDINO","Special Act District","Independent","No","Yes","Variable","Full","Full",5,0,27055,16.28547627,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"No","No","No","C","GW","GW","Self-produced",0
"2429","CA3600383","MWD OF SO CAL GENE PLANT","San Bernardino","DISTRICT 13 - SAN BERNARDINO","Special Act District","Independent","No","Yes","Variable","Appointed by member agencies","Appointed by member agencies",61,101,25028,33.68330358,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,1,0,2.66,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","SW","SW","Self-produced",4.62497281328427
"2430","CA3600382","MWD OF SO CAL IRON MOUNTAIN","San Bernardino","DISTRICT 13 - SAN BERNARDINO","Special Act District","Independent","No","Yes","Variable","Appointed by member agencies","Appointed by member agencies",38,26,28807,22.81175197,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,1,0,2.66,"Not Failing",0,0,0.5,NA,NA,"No","C","SW","SW","Self-produced",3.29583686600433
"2431","CA3710042","SAN DIEGO COUNTY WATER AUTHORITY","San Diego","DISTRICT 14 - SAN DIEGO","Special Act District","Independent","No","Yes","Variable","Appointed by member agencies","Appointed by member agencies",97,0,97221.99611,17.55776391,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Did not complete survey","No","No","C","SW","SW","Self-produced",0
"2432","CA1910247","SANTA CLARITA VALLEY W.A.-CASTAIC DIV.","Los Angeles","DISTRICT 15 - METROPOLITAN","Special Act District","Independent","No","Yes","Variable","Full","Full",1910,9967,112430.9192,15.33751644,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.67,0,0.67,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",9.20713524102723
"2433","CA1910096","SANTA CLARITA VALLEY W.A.-NEWHALL DIV.","Los Angeles","DISTRICT 15 - METROPOLITAN","Special Act District","Independent","No","Yes","Variable","Full","Full",3862,17154,95161.48574,20.74159862,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.67,0.67,0,1.34,"Not Failing",0,0,1,"Yes","Yes","No","C","SWP","SW","Purchased",9.75004495529255
"2434","CA1910250","SANTA CLARITA VALLEY W.A.-PINETREE DIV.","Los Angeles","DISTRICT 15 - METROPOLITAN","Special Act District","Independent","No","Yes","Variable","Full","Full",2823,15713,119209.0769,16.98249805,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.67,0,0.67,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",9.66230731373577
"2435","CA1910255","SANTA CLARITA VALLEY W.A.-TESORO DIV.","Los Angeles","DISTRICT 15 - METROPOLITAN","Special Act District","Independent","No","Yes","Variable","Full","Full",1156,6453,107933.8019,7.564547285,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.67,0,0.67,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",8.77245537261191
"2436","CA1910045","ANTELOPE VALLEY EAST KERN WATER AGENCY","Los Angeles","DISTRICT 16 - CENTRAL","Special Act District","Independent","No","Yes","Variable","Full","Full",49,0,48835.43904,32.7542985,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"No","No","No","C","SW","SW","Self-produced",0
"2437","CA4110021","ESTERO MUNICIPAL IMPROVEMENT DISTRICT","San Mateo","DISTRICT 17 - SANTA CLARA","Special Act District","City","No","Yes","Variable","Full","Full",8022,36556,157110.8378,20.33914534,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0,0,1,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",10.5066279653085
"2438","CA4110005","GUADALUPE VALLEY MID","San Mateo","DISTRICT 17 - SANTA CLARA","Special Act District","City","No","Yes","Variable","Full","Full",688,1471,201396.6918,12.56796163,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.33,0,0.33,"Not Failing",0,0,0,"Yes","Yes","No","C","SWP","SW","Purchased",7.29437729928882
"2439","CA4310027","SANTA CLARA VALLEY WATER DISTRICT","Santa Clara","DISTRICT 17 - SANTA CLARA","Special Act District","Independent","No","Yes","Variable","Full","Full",1,0,130966.9235,4.122371733,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Did not complete survey","No","No","C","SW","SW","Self-produced",0
"2440","CA4910020","SONOMA COUNTY WATER AGENCY","Sonoma","DISTRICT 18 - SONOMA","Special Act District","County","No","Yes","Variable","Full","Full",175,0,74432,20.79592688,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Did not complete survey","No","No","C","GW","GW","Self-produced",0
"2441","CA1510053","ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND","Kern","DISTRICT 19 - TEHACHAPI","Special Act District","Independent","No","Yes","Variable","Full","Full",15,0,48670.89967,41.23572605,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"No","No","No","C","SW","SW","Self-produced",0
"2442","CA3310005","DESERT WATER AGENCY","Riverside","DISTRICT 20 - RIVERSIDE","Special Act District","Independent","No","Yes","Variable","Full","Full",23049,88035,63466.82301,29.23705906,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.67,0,0,0.67,"Not Failing",0,0,1,"Yes","Yes","No","C","SW","SW","Self-produced",11.3855011007146
"2443","CA1910048","SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS","Los Angeles","DISTRICT 22 - ANGELES","Special Act District","Independent","No","Yes","Variable","Full","Full",26,0,100062.1622,19.83066852,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SW","SW","Self-produced",0
"2444","CA1910017","SANTA CLARITA VALLEY W.A.-SANTA CLARITA","Los Angeles","DISTRICT 22 - ANGELES","Special Act District","Independent","No","Yes","Variable","Full","Full",32789,135022,113282.9889,37.7945042,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,3907678.99,NA,"Not Failing",NA,NA,NA,"Yes","Yes","Yes","C","SWP","SW","Purchased",11.8132004132796
"2445","CA1910240","SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS","Los Angeles","DISTRICT 22 - ANGELES","Special Act District","Independent","No","Yes","Variable","Full","Full",30474,110329,121529.5817,7.469174996,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SWP","SW","Purchased",11.6112311537544
"2446","CA3610060","BDVWA - GOAT MOUNTAIN ID","San Bernardino","DISTRICT 27 - MOJAVE","Special Act District","Independent","No","Yes","Variable","Full","Full",587,1122,25077.75222,18.81388294,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.42,0.33,19735.07,2.08,"Not Failing",0.75,0,1,"No","No","Yes","C","GW","GW","Self-produced",7.02375895473844
"2447","CA3610009","BIGHORN - DESERT VIEW WATER AGENCY","San Bernardino","DISTRICT 27 - MOJAVE","Special Act District","Independent","No","Yes","Variable","Full","Full",3344,3689,26426,29.23705906,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.42,0.33,112426.04,2.08,"Not Failing",0.75,0,1,"No","No","Yes","C","GW","GW","Self-produced",8.21338173703457
"2448","CA3610114","CLAWA","San Bernardino","DISTRICT 27 - MOJAVE","Special Act District","Independent","No","Yes","Variable","Full","Full",1225,2320,72969.09754,30.65423305,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Did not complete survey","No","No","C","SW","SW","Self-produced",7.74975340627444
"2449","CA3301226","MWD - EAGLE MOUNTAIN","Riverside","LPA63 - RIVERSIDE COUNTY","Special Act District","Independent","No","Yes","Variable","Appointed by member agencies","Appointed by member agencies",25,16,35233,29.17669454,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,1,0,2.66,"Not Failing",0,0,0.5,NA,NA,"No","C","SW","SW","Self-produced",2.83321334405622
"2450","CA3400106","EAST WALNUT GROVE [SWS]","Sacramento","LPA64 - SACRAMENTO COUNTY","Special Act District","County","No","Yes","Variable","Full","Full",169,300,55577,32.79356937,"Potentially At-Risk","NO","NO","NO","NO","NO",2,0.33,0.33,0,0,2.66,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",5.70711026474888
"2451","CA3400101","HOOD WATER MAINTENCE DIST [SWS]","Sacramento","LPA64 - SACRAMENTO COUNTY","Special Act District","County","No","Yes","Variable","Full","Full",82,271,36250,32.79356937,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0.33,0,0,0.91,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",5.605802066296
"2452","CA3400156","SOUTHWEST TRACT W M D [SWS]","Sacramento","LPA64 - SACRAMENTO COUNTY","Special Act District","County","No","Yes","Variable","Full","Full",33,103,35336,41.72618811,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0.67,0,0,1.67,"Not Failing",0,0,1,"No","No","No","C","GWP","GW","Purchased",4.64439089914137
