PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Primacy_agency_SWRCB email,SAFER_REGULATOR,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes_last_updated,Weird_case,Activemarch29?,SAFER_status_2023
CA1700519,CRESCENT BAY IMPROVEMENT COMPANY,Lake,DISTRICT 03 - MENDOCINO,DISTRICT 03 - MENDOCINO,DISTRICT 03 - MENDOCINO,Private,Original,Private,Private - Ancillary,Housing,"small water company seemingly linked to a housing developer (Crescent Bay Improvement is located at 12900 Anderson Rd in Lower Lake and has been in the business of General Remodeling, Single-family Houses since 2001.)",3/10/23,,CRESCENT BAY IMPROVEMENT COMPANY,Failing
CA4800531,VACA VILLA APARTMENTS,Solano,DISTRICT 04 - SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,Private,Original,Private,Private - Ancillary,Housing,,,,VACA VILLA APARTMENTS,Not At-Risk
CA3500527,VALENZUELA WATER SYSTEM,San Benito,DISTRICT 05 - MONTEREY,DISTRICT 05 - MONTEREY,DISTRICT 05 - MONTEREY,Private,Original,Private,Private - Ancillary,Housing,"Can't figure out if there is a board or anything for this water system, appears not. Is in process of consolidation with city of hollister; Rancho Valenzulea is an apartment conmplext",,,VALENZUELA WATER SYSTEM,At-Risk
CA4210005,SAN VICENTE WATER COMPANY,Santa Barbara,DISTRICT 06 - SANTA BARBARA,DISTRICT 06 - SANTA BARBARA,DISTRICT 06 - SANTA BARBARA,Private,Original,Private,Private - Ancillary,Housing,Catholic affordable housing campus and transitional housing and day care facilities,,,SAN VICENTE WATER COMPANY,Not At-Risk
CA2400046,BLACK RASCAL WATER COMPANY,Merced,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,Private,Original,Private,Private - Ancillary,Housing,This is a tiny neighborhood that looks like its within the boundaries of Merced under mandatory consolidation order as of 2016 but since discontinued bc its not a DAC (https://www.waterboards.ca.gov/drinking_water/programs/compliance/docs/black_rascal_consolidation_letter.pdf); ,3/10/23,,BLACK RASCAL WATER COMPANY,Not At-Risk
CA2210921,WHISPERING PINES APARTMENTS,Mariposa,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,Private,Original,Private,Private - Ancillary,Housing,,,,WHISPERING PINES APARTMENTS,Not At-Risk
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,Private,Original,Private,Private - Ancillary,Housing,Farm labor retirement housing run by chavez fopundation also a national monument,3/7/23,,AGBAYANI VILLAGE WATER SYSTEM,At-Risk
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,Private,Original,Private,Private - Ancillary,Housing,seems to be apartments,,,LLANAS CAMP FOUR WATER SYSTEM,Failing
CA1400511,MEADOW LAKE APARTMENTS,Inyo,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Private,Original,Private,Private - Ancillary,Housing,,,,MEADOW LAKE APARTMENTS,Potentially At-Risk
CA1400006,PINE CREEK VILLAGE,Inyo,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Private,Original,Private,Private - Ancillary,Housing,Appears to be housing development in bishop but not registered as HOA,3/7/23,,PINE CREEK VILLAGE,At-Risk
CA1400045,PRIMROSE LANE APARTMENTS,Inyo,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Private,Original,Private,Private - Ancillary,Housing,,,,PRIMROSE LANE APARTMENTS,Not At-Risk
CA1500426,ROSE VILLA APARTMENTS,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,Private,Original,Private,Private - Ancillary,Housing,,,,ROSE VILLA APARTMENTS,Failing
CA1500442,SUNSET APARTMENTS WS,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,Private,Original,Private,Private - Ancillary,Housing,,,,SUNSET APARTMENTS WS,Failing
CA5102025,YUBA APARTMENT HOMES,Sutter,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,Private,Original,Private,Private - Ancillary,Housing,,,,YUBA APARTMENT HOMES,Not At-Risk
CA1000277,ELM COURT,Fresno,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,Private,Original,Private,Private - Ancillary,Housing,,,,ELM COURT,Potentially At-Risk
CA1000295,KINGS PARK APARTMENTS,Fresno,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,Private,Original,Private,Private - Ancillary,Housing,looks like small system serving various properties,3/1/23,,KINGS PARK APARTMENTS,Failing
CA5400769,FOOTHILL APARTMENTS,Tulare,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,Private,Original,Private,Private - Ancillary,Housing,,,,FOOTHILL APARTMENTS,At-Risk
CA5400604,MOUNTAIN VIEW DUPLEXES,Tulare,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,Private,Original,Private,Private - Ancillary,Housing,"small community of duplexes not attached to Porterville's CWS, its south of East Porterville so I bet its uncincorporated?",,,MOUNTAIN VIEW DUPLEXES,At-Risk
CA5400735,RODRIGUEZ LABOR CAMP,Tulare,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,Private,Original,Private,Private - Ancillary,Housing,Doesnt seem to be part of the county's Housing Authority units,,,RODRIGUEZ LABOR CAMP,Failing
CA5400875,VILLAGE APARTMENTS,Tulare,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,Private,Original,Private,Private - Ancillary,Housing,"Not obviously part of the county, could be senior village garden apt complex  https://www.hatc.net/senior-housing.php?nbl=RP&project=senior-vga -> given the three rivers address I don't think thats it. ",,,VILLAGE APARTMENTS,At-Risk
CA0707594,CASA MEDANOS WATER SYSTEM,Contra Costa,LPA37 - CONTRA COSTA COUNTY,LPA37 - CONTRA COSTA COUNTY,LPA37 - CONTRA COSTA COUNTY,Private,Original,Private,Private - Ancillary,Housing,"Appears to be an apartment complex, but not sure if it has any occupants right now",3/10/23,,CASA MEDANOS WATER SYSTEM,Not At-Risk
CA1900717,CASA DULCE ESTATES,Los Angeles,LPA49 - LA COUNTY,LPA49 - LA COUNTY,LPA49 - LA COUNTY,Private,Original,Private,Private - Ancillary,Housing,33255 Casa Dulce Lane AGUA DULCE CA 91390 makes it look like very residential neighborhood),,,CASA DULCE ESTATES,Not At-Risk
CA2000800,MARQUEZ RENTAL,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,Private,Original,Private,Private - Ancillary,Housing,"Apartment building, surrounded by fields; really close to http://www.sjrecwa.net/member-districts/columbia-canal-company/",3/10/23,,MARQUEZ RENTAL,At-Risk
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,Private,Original,Private,Private - Ancillary,Housing,"benefiting from a regional WTP project, but not consolidating per https://sierranewsonline.com/new-north-fork-water-treatment-plant-plan-moving-forward/. Was able to trace this to being apartment susing address on CCR and zillow",4/18/23,,JOHN HOVANNISIAN WATER SYSTEM,Failing
CA2701046,CAMPHORA APARTMENTS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,Private,Original,Private,Private - Ancillary,Housing,,,,CAMPHORA APARTMENTS,Potentially At-Risk
CA2701068,IVERSON & JACKS APTS WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,Private,Original,Private,Private - Ancillary,Housing,,,,IVERSON & JACKS APTS WS,Potentially At-Risk
CA2701904,SAN JERARDO COOP WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,Private,Original,Private,Private - Ancillary,Housing,This could be the water system for the SAN JERARDO Housing Co-Op; it may have been an IOU run system at one point (Alco),,,SAN JERARDO COOP WS,Not At-Risk
CA3100061,SIERRA MEADOWS APARTMENT,Placer,LPA61 - PLACER COUNTY,LPA61 - PLACER COUNTY,LPA61 - PLACER COUNTY,Private,Original,Private,Private - Ancillary,Housing,apartment complex,3/10/23,,MARIAH APARTMENTS,Not At-Risk
CA3900559,WINE COUNTRY APARTMENTS,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,Private,Original,Private,Private - Ancillary,Housing,,,,WINE COUNTRY APARTMENTS,Potentially At-Risk
CA3900837,LODI HOMES,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,Private,Original,Private,Private - Ancillary,Housing,apartments/multiple houses with one address that are rented,,,LODI HOMES,Not At-Risk
CA3901213,SUNNY ROAD WATER SYSTEM,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,Private,Original,Private,Private - Ancillary,Housing,apartments/multiple houses with one address that are rented,,,SUNNY ROAD WATER SYSTEM,Failing
CA4000563,HIGUERA APARTMENTS,San Luis Obispo,LPA70 - SAN LUIS OBISPO COUNTY,LPA70 - SAN LUIS OBISPO COUNTY,LPA70 - SAN LUIS OBISPO COUNTY,Private,Original,Private,Private - Ancillary,Housing,,,,HIGUERA APARTMENTS,Failing
CA4200721,NAPLES,Santa Barbara,LPA72 - SANTA BARBARA COUNTY,LPA72 - SANTA BARBARA COUNTY,LPA72 - SANTA BARBARA COUNTY,Private,Original,Private,Private - Ancillary,Housing,Seems to be apartments or cluster of rental houses operated by morehard land co. (stock corp of naples water company merged with morehard land co which is also stock corp),,,NAPLES,Potentially At-Risk
CA4400517,LAKEVIEW APARTMENTS,Santa Cruz,LPA74 - SANTA CRUZ COUNTY,LPA74 - SANTA CRUZ COUNTY,LPA74 - SANTA CRUZ COUNTY,Private,Original,Private,Private - Ancillary,Housing,,,,LAKEVIEW APARTMENTS,Potentially At-Risk
CA4400664,JARDINES DEL VALLE,Santa Cruz,LPA74 - SANTA CRUZ COUNTY,LPA74 - SANTA CRUZ COUNTY,LPA74 - SANTA CRUZ COUNTY,Private,Original,Private,Private - Ancillary,Housing,"Farmworker affordable housing run by nonprofit developer, previously was labor camp",,,JARDINES DEL VALLE,Failing
CA4400660,RANCHO SAN ANDREAS,Santa Cruz,LPA74 - SANTA CRUZ COUNTY,LPA74 - SANTA CRUZ COUNTY,LPA74 - SANTA CRUZ COUNTY,Private,Original,Private,Private - Ancillary,Housing,Affordable housing for farmwokers run by nonprofit develepor. ,,,RANCHO SAN ANDREAS,At-Risk
CA4500247,WEST COTTONWOOD APARTMENTS,Shasta,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,Private,Original,Private,Private - Ancillary,Housing,,,,WEST COTTONWOOD APARTMENTS,Not At-Risk
CA4500254,ANDERSON PARK VILLAGE,Shasta,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,Private,Original,Private,Private - Ancillary,Housing,apartments,,,ANDERSON PARK VILLAGE,Not At-Risk
CA4500194,VILLAGE GREEN,Shasta,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,Private,Original,Private,Private - Ancillary,Housing,apartments,,,VILLAGE GREEN,Not At-Risk
CA5000218,COUNTRY VILLA APTS,Stanislaus,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,Private,Original,Private,Private - Ancillary,Housing,,,,COUNTRY VILLA APTS,Failing
CA5000297,BUEHNER HOUSES,Stanislaus,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,Private,Original,Private,Private - Ancillary,Housing,orchard/farm housing,,,BUEHNER HOUSES,At-Risk
CA5000316,HAKAM MISSON,Stanislaus,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,Private,Original,Private,Private - Ancillary,Housing,apartments,,,HAKAM MISSON,Failing
CA5000263,OASIS INVESTMENTS,Stanislaus,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,LPA80 - STANISLAUS COUNTY,Private,Original,Private,Private - Ancillary,Housing,card room - Empire sportsmen's association casinos looks like there are appartments nearby though I think the system likely servces them CCRs talk about tennants,,,OASIS INVESTMENTS,Potentially At-Risk
CA2702521,SANTA LUCIA PRESERVE WS,Monterey,DISTRICT 05 - MONTEREY,DISTRICT 05 - MONTEREY,DISTRICT 05 - MONTEREY,Private,Original,Private,Private - Ancillary,Other_commercial,"https://www.santaluciapreserve.com/ranch-club;  mix of housing, golf club, ranch club, Sports complex/equistian center ""conservation community includes fewer than 300 families, the nonprofit Santa Lucia Conservancy, and a team of multi-talented staff.""",3/16/23,,SANTA LUCIA PRESERVE WS,Not At-Risk
CA3710045,POSEIDON RESOURCES - CDP,San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,#N/A,Private,Original,Private,Private - Ancillary,Other_commercial,"FASCINATING- Carlsbad Desalination Plant (CDP), regulated as a WH given sale of water to San Diego",,,POSEIDON RESOURCES - CDP,#N/A
CA1500413,TEJON RANCH MAIN HEADQUARTERS,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,Private,Original,Private,Private - Ancillary,Other_commercial,"https://tejonranch.com/ ""Tejon Ranch Company is a fully diversified, integrated real estate company and agribusiness, whose principal asset is California’s historic Tejon Ranch, the largest single piece of private property in California. Intact and in business since 1843."" There was another water system (CA1500415-TEJON RANCH GRAPEVINE WATER) in this site, but its now listed as a NTNC. ALSO ""or example, National Cement produces more than 23 million cubic yards of cement from its limestone mining lease on the ranch, enough to pave 2,300 miles of roads or build foundations for thousands of hospitals, schools and homes. *The California Aqueduct also transects the ranch, serving as both a source and a delivery system for our abundant water resources*."" but they are selling water rights until they need it",3/10/23,,TEJON RANCH MAIN HEADQUARTERS,At-Risk
CA2701280,NEPENTHE WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,Private,Original,Private,Private - Ancillary,Other_commercial,Restaurant,,,NEPENTHE WS,Not At-Risk
CA2800531,NAPA RIVER RANCH,Napa,LPA58 - NAPA COUNTY,LPA58 - NAPA COUNTY,LPA58 - NAPA COUNTY,Private,Original,Private,Private - Ancillary,Other_commercial,this is a boat/RV storage site so I'm not sure how its a CWS,3/10/23,,NAPA RIVER RANCH,At-Risk
CA3301280,GOLDEN ERA PRODUCTIONS,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,Private,Original,Private,Private - Ancillary,Other_commercial,500-acre film and audio production site but FOR scientology; https://www.scientology.org/churches/bringing-scientology-world/golden-era-productions/ ;  the worldwide dissemination center for the entire Scientology religion [how is there a 500 residential population....],3/16/23,,GOLDEN ERA PRODUCTIONS,Potentially At-Risk
CA3600504,KNOLL ENTERPRISES,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,Private,Original,Private,Private - Ancillary,Other_commercial,"gas station/travel stop I think, deffinitely commercial",,,KNOLL ENTERPRISES,Failing
CA3600308,GLEN HELEN TRUCK PARKING FACILITY,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,#N/A,LPA66 - SAN BERNARDINO COUNTY,Private,Original,Private,Private - Ancillary,Other_commercial,"Now a truck packing facility, Formerly udist resort",,,GLEN HELEN TRUCK PARKING FACILITY,Not At-Risk
CA3600172,MP MINE OPERATIONS LLC,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,#N/A,LPA66 - SAN BERNARDINO COUNTY,Private,Original,Private,Private - Ancillary,Other_commercial,"rare earth metals mining company, small number of R SC and pop served, likely an active mining operation?",,,MP MINE OPERATIONS LLC,Not At-Risk
CA4800561,SNUG HARBOR RV LP,Solano,DISTRICT 04 - SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,Private,Original,Private,Private - Ancillary,Recreation_tourism,"RV park and marina, has some rental cottages (SNUG HARBOR RESORTS, LLC- 48-0041-MP)",4/25/23,,SNUG HARBOR RV LP,Failing
CA5601134,ELKINS RANCH,Ventura,DISTRICT 06 - SANTA BARBARA,DISTRICT 06 - SANTA BARBARA,DISTRICT 06 - SANTA BARBARA,Private,Original,Private,Private - Ancillary,Recreation_tourism,Golf course (although its not closed so why still active IDK),,,ELKINS RANCH,Not At-Risk
CA2000832,SKP PARK OF THE SIERRAS INC,Madera,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,DISTRICT 11 - MERCED,Private,Original,Private,Private - Ancillary,Recreation_tourism,https://www.parkofthesierras.org/,,,SKP PARK OF THE SIERRAS INC,Not At-Risk
CA3700900,LAKE HENSHAW RESORT INC.,San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,Private,Original,Private,Private - Ancillary,Recreation_tourism,"address matched 37-1556-MP, seems to have both hotel and RV camping (https://www.lakehenshawresort.com/)",,,LAKE HENSHAW RESORT INC.,Not At-Risk
CA3700919,LAKE WOHLFORD RESORT,San Diego,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,DISTRICT 14 - SAN DIEGO,Private,Original,Private,Private - Ancillary,Recreation_tourism,,,,LAKE WOHLFORD RESORT,Failing
CA4300716,LUPIN LODGE,Santa Clara,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,Private,Original,Private,Private - Ancillary,Recreation_tourism,Clothing optional retreat/glamping some RV options but also yurts  -  https://www.lupinlodge.com/,4/28/23,,LUPIN LODGE,Failing
CA4910026,ODD FELLOWS RECREATION CLUB,Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,Private,Original,Private,Private - Ancillary,Recreation_tourism,,,,ODD FELLOWS RECREATION CLUB,Not At-Risk
CA3301283,GLEN EDEN SUN CLUB,Riverside,DISTRICT 20 - RIVERSIDE,DISTRICT 20 - RIVERSIDE,DISTRICT 20 - RIVERSIDE,Private,Original,Private,Private - Ancillary,Recreation_tourism,"They have a mix of rental options: mobile homes, RV spots, tent camping America’s Largest Member-Owned Nudist Resort & Club, https://www.gleneden.com/accommodations ",3/16/23,,GLEN EDEN SUN CLUB,At-Risk
CA5400602,EAGLE'S NEST RESORT,Tulare,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,Private,Original,Private,Private - Ancillary,Recreation_tourism,,,,EAGLE'S NEST RESORT,Potentially At-Risk
CA5402036,R-RANCH IN THE SEQUOIAS,Tulare,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,Private,Original,Private,Private - Ancillary,Recreation_tourism,Members only vacation resort with cabins and RV spots: https://rranchinthesequoias.com/,,,R-RANCH IN THE SEQUOIAS,At-Risk
CA2110008,LAWSON S LANDING,Marin,DISTRICT 25 - MARIN,DISTRICT 25 - MARIN,DISTRICT 25 - MARIN,Private,Original,Private,Private - Ancillary,Recreation_tourism,,,,LAWSON S LANDING,Not At-Risk
CA3701793,TWIN LAKES RESORT,San Diego,DISTRICT 26 - IMPERIAL,DISTRICT 26 - IMPERIAL,DISTRICT 26 - IMPERIAL,Private,Original,Private,Private - Ancillary,Recreation_tourism,,,,TWIN LAKES RESORT,Failing
CA1400034,KEOUGH'S HOT SPRINGS,Inyo,DISTRICT 27 - MOJAVE,DISTRICT 27 - MOJAVE,DISTRICT 13 - SAN BERNARDINO,Private,Original,Private,Private - Ancillary,Recreation_tourism,also a hot springs resort,3/7/23,,KEOUGH'S HOT SPRINGS,Not At-Risk
CA1300546,GOLD ROCK RANCH,Imperial,LPA43 - IMPERIAL COUNTY,LPA43 - IMPERIAL COUNTY,LPA43 - IMPERIAL COUNTY,Private,Original,Private,Private - Ancillary,Recreation_tourism,"Addressed matched in SDWIS; pop served is MHP-  13-0113-MP; https://www.goldrockranch.org/- marketed as a camgpround- ""full-service RV spaces, cottages, on-site RV rentals,""",4/25/23,,GOLD ROCK RANCH,Failing
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,Imperial,LPA43 - IMPERIAL COUNTY,LPA43 - IMPERIAL COUNTY,LPA43 - IMPERIAL COUNTY,Private,Original,Private,Private - Ancillary,Recreation_tourism,top pet friendly destination RV Park!,3/1/23,,RIO BEND RV GOLF RESORT & STORM CROSSING,Not At-Risk
CA1900074,THE PAINTED TURTLE CAMP,Los Angeles,LPA49 - LA COUNTY,LPA49 - LA COUNTY,LPA49 - LA COUNTY,Private,Original,Private,Private - Ancillary,Recreation_tourism,"Recreational site, but targeting a specific population - https://www.thepaintedturtle.org/",,,THE PAINTED TURTLE CAMP,Not At-Risk
CA2702299,POST RANCH INN WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,Private,Original,Private,Private - Ancillary,Recreation_tourism,This is a 5* hotel (!) https://www.postranchinn.com/,,,POST RANCH INN WS,Not At-Risk
CA2702328,VENTANA BIG SUR INN WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,Private,Original,Private,Private - Ancillary,Recreation_tourism,"luxury hotel- resort + glamping, https://www.ventanabigsur.com/",3/16/23,,VENTANA BIG SUR INN WS,Not At-Risk
CA2702325,FERNWOOD WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,Private,Original,Private,Private - Ancillary,Recreation_tourism,Motel/glamping big sur vacation place,,,FERNWOOD WS,Potentially At-Risk
CA2800593,R RANCH AT THE LAKE,Napa,LPA58 - NAPA COUNTY,LPA58 - NAPA COUNTY,LPA58 - NAPA COUNTY,Private,Original,Private,Private - Ancillary,Recreation_tourism,maybe hotel but they advertise as a campground,3/10/23,,R RANCH AT THE LAKE,Not At-Risk
